0,65.73891
10,71.48404
20,76.29634
30,79.2051
40,81.074486
50,82.53778
60,84.066025
70,85.09612
80,85.88234
90,87.06277
100,88.11959
110,88.910995
120,89.363495
130,89.87056
140,89.87056
150,90.1575
160,90.55989
170,90.76145
180,90.88321
190,91.04691
200,91.08292
210,91.43779
220,91.58515
230,91.58515
240,91.58515
250,91.716934
260,91.82867
270,91.85391
280,91.85391
290,91.85391
300,91.85391
310,91.85391
320,91.85391
330,91.85391
340,91.85391
350,91.85391
360,91.85391
370,91.85391
380,91.85391
390,91.85391
400,91.85391
410,91.85391
420,91.85391
430,91.85391
440,91.85391
450,91.85391
460,91.85391
470,91.85391
480,91.85391
490,91.85391
500,91.85391
510,91.85391
520,91.85391
530,91.85391
540,91.85391
550,92.03543
560,92.03543
570,92.03543
580,92.03543
590,92.03543
600,92.03543
610,92.03543
620,92.03543
630,92.15495
640,92.304924
650,92.304924
660,92.304924
670,92.304924
680,92.304924
690,92.304924
700,92.304924
710,92.304924
720,92.304924
730,92.304924
740,92.304924
750,92.304924
760,92.304924
770,92.304924
780,92.304924
790,92.304924
800,92.304924
810,92.304924
820,92.304924
830,92.43633
840,92.43633
850,92.43633
860,92.43633
870,92.43633
880,92.43633
890,92.43633
900,92.43633
910,92.43633
920,92.43633
930,92.43633
940,92.43633
950,92.43633
960,92.43633
970,92.43633
980,92.43633
990,92.43633
1000,92.43633
1010,92.43633
1020,92.43633
1030,92.43633
1040,92.43633
1050,92.43633
1060,92.43633
1070,92.43633
1080,92.43633
1090,92.43633
1100,92.43633
1110,92.43633
1120,92.43633
1130,92.43633
1140,92.43633
1150,92.43633
1160,92.43633
1170,92.43633
1180,92.43633
1190,92.43633
1200,92.43633
1210,92.43633
1220,92.43633
1230,92.43633
1240,92.43633
1250,92.43633
1260,92.43633
1270,92.43633
1280,92.43633
1290,92.43633
1300,92.43633
1310,92.43633
1320,92.43633
1330,92.43633
1340,92.43633
1350,92.43633
1360,92.43633
1370,92.43633
1380,92.43633
1390,92.43633
1400,92.43633
1410,92.43633
1420,92.43633
1430,92.43633
1440,92.43633
1450,92.43633
1460,92.43633
1470,92.43633
1480,92.43633
1490,92.43633
1500,92.43633
1510,92.43633
1520,92.43633
1530,92.43633
1540,92.43633
1550,92.43633
1560,92.43633
1570,92.43633
1580,92.43633
1590,92.43633
1600,92.43633
1610,92.43633
1620,92.43633
1630,92.43633
1640,92.43633
1650,92.43633
1660,92.43633
1670,92.43633
1680,92.43633
1690,92.43633
1700,92.43633
1710,92.43633
1720,92.43633
1730,92.43633
1740,92.43633
1750,92.43633
1760,92.43633
1770,92.43633
1780,92.43633
1790,92.43633
1800,92.43633
1810,92.43633
1820,92.43633
1830,92.43633
1840,92.43633
1850,92.43633
1860,92.43633
1870,92.43633
1880,92.43633
1890,92.43633
1900,92.43633
1910,92.43633
1920,92.43633
1930,92.43633
1940,92.43633
1950,92.43633
1960,92.43633
1970,92.43633
1980,92.43633
1990,92.43633
2000,92.43633
2010,92.43633
2020,92.43633
2030,92.43633
2040,92.43633
2050,92.43633
2060,92.43633
2070,92.43633
2080,92.43633
2090,92.43633
2100,92.43633
2110,92.43633
2120,92.43633
2130,92.43633
2140,92.43633
2150,92.43633
2160,92.43633
2170,92.43633
2180,92.43633
2190,92.43633
2200,92.43633
2210,92.43633
2220,92.43633
2230,92.43633
2240,92.43633
2250,92.43633
2260,92.43633
2270,92.43633
2280,92.43633
2290,92.43633
2300,92.43633
2310,92.43633
2320,92.43633
2330,92.43633
2340,92.43633
2350,92.43633
2360,92.43633
2370,92.43633
2380,92.43633
2390,92.43633
2400,92.43633
2410,92.43633
2420,92.43633
2430,92.43633
2440,92.43633
2450,92.43633
2460,92.43633
2470,92.43633
2480,92.43633
2490,92.43633
2500,92.43633
2510,92.43633
2520,92.43633
2530,92.43633
2540,92.43633
2550,92.43633
2560,92.43633
2570,92.43633
2580,92.43633
2590,92.43633
2600,92.43633
2610,92.43633
2620,92.43633
2630,92.43633
2640,92.43633
2650,92.43633
2660,92.43633
2670,92.43633
2680,92.43633
2690,92.43633
2700,92.43633
2710,92.43633
2720,92.43633
2730,92.43633
2740,92.43633
2750,92.43633
2760,92.43633
2770,92.43633
2780,92.43633
2790,92.43633
2800,92.43633
2810,92.43633
2820,92.43633
2830,92.43633
2840,92.43633
2850,92.43633
2860,92.43633
2870,92.43633
2880,92.43633
2890,92.43633
2900,92.43633
2910,92.43633
2920,92.43633
2930,92.43633
2940,92.43633
2950,92.43633
2960,92.43633
2970,92.43633
2980,92.43633
2990,92.43633
3000,92.43633
3010,92.43633
3020,92.43633
3030,92.43633
3040,92.43633
3050,92.43633
3060,92.43633
3070,92.43633
3080,92.43633
3090,92.43633
3100,92.43633
3110,92.43633
3120,92.43633
3130,92.43633
3140,92.43633
3150,92.43633
3160,92.43633
3170,92.43633
3180,92.43633
3190,92.43633
3200,92.43633
3210,92.43633
3220,92.43633
3230,92.43633
3240,92.43633
3250,92.43633
3260,92.43633
3270,92.43633
3280,92.43633
3290,92.43633
3300,92.43633
3310,92.43633
3320,92.43633
3330,92.43633
3340,92.43633
3350,92.43633
3360,92.43633
3370,92.43633
3380,92.43633
3390,92.43633
3400,92.43633
3410,92.43633
3420,92.43633
3430,92.43633
3440,92.446724
3450,92.446724
3460,92.446724
3470,92.446724
3480,92.446724
3490,92.446724
3500,92.446724
3510,92.446724
3520,92.49016
3530,92.49016
3540,92.49016
3550,92.49016
3560,92.58518
3570,92.59966
3580,92.59966
3590,92.59966
3600,92.59966
3610,92.59966
3620,92.59966
3630,92.59966
3640,92.72141
3650,92.72141
3660,92.72141
3670,92.72141
3680,92.72141
3690,92.72141
3700,92.72141
3710,92.72141
3720,92.72141
3730,92.72141
3740,92.72141
3750,92.72141
3760,92.72141
3770,92.72141
3780,92.72141
3790,92.72141
3800,92.72141
3810,92.72141
3820,92.72141
3830,92.72141
3840,92.72141
3850,92.72141
3860,92.72141
3870,92.72141
3880,92.72141
3890,92.72141
3900,92.72141
3910,92.72141
3920,92.72141
3930,92.72141
3940,92.72141
3950,92.72141
3960,92.72141
3970,92.72141
3980,92.72141
3990,92.72141
4000,92.72141
4010,92.72141
4020,92.72141
4030,92.72141
4040,92.72141
4050,92.72141
4060,92.72141
4070,92.72141
4080,92.72141
4090,92.72141
4100,92.72141
4110,92.72141
4120,92.72141
4130,92.72141
4140,92.72141
4150,92.72141
4160,92.72141
4170,92.72141
4180,92.72141
4190,92.72141
4200,92.72141
4210,92.72141
4220,92.72141
4230,92.72141
4240,92.72141
4250,92.72141
4260,92.72141
4270,92.72141
4280,92.72141
4290,92.72141
4300,92.72141
4310,92.72141
4320,92.72141
4330,92.72141
4340,92.72141
4350,92.72141
4360,92.72141
4370,92.72141
4380,92.72141
4390,92.72141
4400,92.72141
4410,92.72141
4420,92.72141
4430,92.72141
4440,92.72141
4450,92.72141
4460,92.72141
4470,92.72141
4480,92.72141
4490,92.72141
4500,92.72141
4510,92.72141
4520,92.72141
4530,92.72141
4540,92.72141
4550,92.72141
4560,92.72141
4570,92.72141
4580,92.72141
4590,92.72141
4600,92.72141
4610,92.72141
4620,92.72141
4630,92.72141
4640,92.72141
4650,92.72141
4660,92.72141
4670,92.72141
4680,92.72141
4690,92.72141
4700,92.72141
4710,92.72141
4720,92.72141
4730,92.72141
4740,92.72141
4750,92.72141
4760,92.72141
4770,92.72141
4780,92.72141
4790,92.72141
4800,92.72141
4810,92.72141
4820,92.72141
4830,92.72141
4840,92.72141
4850,92.72141
4860,92.72141
4870,92.72141
4880,92.72141
4890,92.72141
4900,92.72141
4910,92.72141
4920,92.72141
4930,92.72141
4940,92.72141
4950,92.72141
4960,92.72141
4970,92.72141
4980,92.72141
4990,92.72141
5000,92.72141
